"root","ruid","session","maxdiam","rightcens","co2treat","ntreat","agedays","ageyears","sessdead"
4.1,"2-13-19-4.1-41",41,0.000419161676646707,FALSE,"ELEVATED",1,1066,2.91854893908282,41
5.1,"2-13-19-5.1-41",41,0.000359281437125748,FALSE,"ELEVATED",1,1032,2.82546201232033,41
1,"2-13-20-1-103",103,0.000368421052631579,FALSE,"ELEVATED",1,1071,2.93223819301848,103
2,"2-13-20-2-103",103,0.000421052631578947,FALSE,"ELEVATED",1,1071,2.93223819301848,103
3,"2-13-20-3-83",83,0.000210526315789474,FALSE,"ELEVATED",1,449,1.22929500342231,83
1,"2-13-21-1-104",104,0.000263157894736842,TRUE,"ELEVATED",1,29,0.0793976728268309,NA
1.1,"2-13-21-1.1-26",26,0.000538922155688623,FALSE,"ELEVATED",1,528,1.44558521560575,26
2.1,"2-13-21-2.1-59",59,0.000419161676646707,FALSE,"ELEVATED",1,280,0.766598220396988,59
3.1,"2-13-21-3.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,372,1.01848049281314,NA
4.1,"2-13-21-4.1-61",61,0.00029940119760479,TRUE,"ELEVATED",1,372,1.01848049281314,NA
5.1,"2-13-21-5.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,372,1.01848049281314,NA
1,"2-13-22-1-104",104,0.000394736842105263,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
2,"2-13-22-2-83",83,0.000289473684210526,FALSE,"ELEVATED",1,449,1.22929500342231,83
3,"2-13-22-3-104",104,0.000368421052631579,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
1,"2-13-23-1-104",104,0.000631578947368421,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
2,"2-13-23-2-104",104,0.000552631578947368,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
3,"2-13-23-3-104",104,0.000263157894736842,TRUE,"ELEVATED",1,1025,2.8062970568104,NA
4,"2-13-23-4-104",104,0.000315789473684211,TRUE,"ELEVATED",1,751,2.05612594113621,NA
5,"2-13-23-5-104",104,0.000368421052631579,TRUE,"ELEVATED",1,29,0.0793976728268309,NA
1,"2-13-24-1-69",69,0.000236842105263158,FALSE,"ELEVATED",1,692,1.89459274469541,69
2,"2-13-24-2-83",83,0.000473684210526316,FALSE,"ELEVATED",1,406,1.11156741957563,83
1,"2-13-25-1-76",76,0.000342105263157895,FALSE,"ELEVATED",1,481,1.31690622861054,76
2,"2-13-25-2-68",68,0.000289473684210526,FALSE,"ELEVATED",1,227,0.621492128678987,68
3,"2-13-25-3-76",76,0.000289473684210526,FALSE,"ELEVATED",1,481,1.31690622861054,76
4,"2-13-25-4-104",104,0.000315789473684211,TRUE,"ELEVATED",1,29,0.0793976728268309,NA
1,"2-13-26-1-104",104,0.000368421052631579,TRUE,"ELEVATED",1,693,1.89733059548255,NA
2,"2-13-26-2-104",104,0.000342105263157895,TRUE,"ELEVATED",1,693,1.89733059548255,NA
3,"2-13-26-3-104",104,0.000394736842105263,TRUE,"ELEVATED",1,518,1.41820670773443,NA
4,"2-13-26-4-104",104,0.000394736842105263,TRUE,"ELEVATED",1,518,1.41820670773443,NA
5,"2-13-26-5-104",104,0.000315789473684211,TRUE,"ELEVATED",1,518,1.41820670773443,NA
1.1,"2-14-1-1.1-33",33,0.000329341317365269,FALSE,"ELEVATED",1,299,0.818617385352498,33
1.1,"2-14-3-1.1-36",36,0.000239520958083832,FALSE,"ELEVATED",1,434,1.18822724161533,36
1.1,"2-14-5-1.1-26",26,0.000179640718562874,FALSE,"ELEVATED",1,836,2.28884325804244,26
1.1,"2-14-7-1.1-11",11,0.00029940119760479,FALSE,"ELEVATED",1,221,0.605065023956194,11
1.1,"2-14-13-1.1-2",2,0.000359281437125748,FALSE,"ELEVATED",1,41,0.112251882272416,2
2.1,"2-14-13-2.1-2",2,0.000359281437125748,FALSE,"ELEVATED",1,41,0.112251882272416,2
3.1,"2-14-13-3.1-8",8,0.000359281437125748,FALSE,"ELEVATED",1,238,0.65160848733744,8
4.1,"2-14-13-4.1-7",7,0.000359281437125748,FALSE,"ELEVATED",1,127,0.347707049965777,7
1.1,"2-14-15-1.1-39",39,0.00116766467065868,TRUE,"ELEVATED",1,1256,3.43874058863792,NA
2.1,"2-14-15-2.1-8",8,0.000568862275449102,FALSE,"ELEVATED",1,238,0.65160848733744,8
3.1,"2-14-15-3.1-8",8,0.000419161676646707,FALSE,"ELEVATED",1,238,0.65160848733744,8
4.1,"2-14-15-4.1-21",21,0.000658682634730539,FALSE,"ELEVATED",1,689,1.88637919233402,21
1.1,"2-14-17-1.1-9",9,0.000449101796407186,FALSE,"ELEVATED",1,274,0.750171115674196,9
2.1,"2-14-17-2.1-11",11,0.00029940119760479,FALSE,"ELEVATED",1,339,0.928131416837782,11
3.1,"2-14-17-3.1-11",11,0.000419161676646707,FALSE,"ELEVATED",1,298,0.815879534565366,11
1.1,"2-14-19-1.1-12",12,0.000329341317365269,FALSE,"ELEVATED",1,93,0.254620123203285,12
2.1,"2-14-19-2.1-12",12,0.000269461077844311,FALSE,"ELEVATED",1,93,0.254620123203285,12
3.1,"2-14-19-3.1-12",12,0.000269461077844311,FALSE,"ELEVATED",1,93,0.254620123203285,12
4.1,"2-14-19-4.1-12",12,0.00029940119760479,FALSE,"ELEVATED",1,93,0.254620123203285,12
5.1,"2-14-19-5.1-23",23,0.00029940119760479,FALSE,"ELEVATED",1,118,0.323066392881588,23
6.1,"2-14-19-6.1-21",21,0.000269461077844311,FALSE,"ELEVATED",1,35,0.0958247775496235,21
1.1,"2-14-21-1.1-39",39,0.00062874251497006,TRUE,"ELEVATED",1,1179,3.22792607802875,NA
2.1,"2-14-21-2.1-19",19,0.000359281437125748,FALSE,"ELEVATED",1,389,1.06502395619439,19
3.1,"2-14-21-3.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,917,2.51060917180014,NA
4.1,"2-14-21-4.1-23",23,0.000329341317365269,FALSE,"ELEVATED",1,91,0.249144421629021,23
1.1,"2-14-23-1.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,917,2.51060917180014,NA
2.1,"2-14-23-2.1-39",39,0.000449101796407186,TRUE,"ELEVATED",1,917,2.51060917180014,NA
3.1,"2-14-23-3.1-39",39,0.000359281437125748,TRUE,"ELEVATED",1,917,2.51060917180014,NA
4.1,"2-14-23-4.1-39",39,0.000359281437125748,TRUE,"ELEVATED",1,629,1.72210814510609,NA
5.1,"2-14-23-5.1-39",39,0.000359281437125748,TRUE,"ELEVATED",1,300,0.82135523613963,NA
1.1,"2-14-29-1.1-13",13,0.000329341317365269,FALSE,"ELEVATED",1,407,1.11430527036277,13
1.1,"2-14-33-1.1-19",19,0.00029940119760479,FALSE,"ELEVATED",1,586,1.60438056125941,19
2.1,"2-14-33-2.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,982,2.68856947296372,NA
3.1,"2-14-33-3.1-39",39,0.000508982035928144,TRUE,"ELEVATED",1,629,1.72210814510609,NA
4.1,"2-14-33-4.1-39",39,0.00029940119760479,TRUE,"ELEVATED",1,602,1.64818617385353,NA
5.1,"2-14-33-5.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,602,1.64818617385353,NA
6.1,"2-14-33-6.1-39",39,0.00029940119760479,TRUE,"ELEVATED",1,602,1.64818617385353,NA
7.1,"2-14-33-7.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,602,1.64818617385353,NA
8.1,"2-14-33-8.1-39",39,0.00029940119760479,TRUE,"ELEVATED",1,602,1.64818617385353,NA
9.1,"2-14-33-9.1-32",32,0.000269461077844311,FALSE,"ELEVATED",1,351,0.960985626283368,32
10.1,"2-14-33-10.1-39",39,0.000419161676646707,TRUE,"ELEVATED",1,252,0.68993839835729,NA
11.1,"2-14-33-11.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,216,0.591375770020534,NA
12.1,"2-14-33-12.1-39",39,0.000419161676646707,TRUE,"ELEVATED",1,154,0.421629021218344,NA
13.1,"2-14-33-13.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,154,0.421629021218344,NA
14.1,"2-14-33-14.1-39",39,0.000329341317365269,TRUE,"ELEVATED",1,154,0.421629021218344,NA
15.1,"2-14-33-15.1-39",39,0.000209580838323353,TRUE,"ELEVATED",1,154,0.421629021218344,NA
1.1,"2-16-5-1.1-7",7,0.000449101796407186,FALSE,"ELEVATED",1,204,0.558521560574949,7
1.1,"2-16-7-1.1-50",50,0.000269461077844311,FALSE,"ELEVATED",1,166,0.454483230663929,50
1.1,"2-16-11-1.1-28",28,0.000389221556886228,FALSE,"ELEVATED",1,272,0.744695414099932,28
2.1,"2-16-11-2.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,141,0.386036960985626,NA
1,"2-16-12-1-74",74,0.000263157894736842,FALSE,"ELEVATED",1,612,1.67556468172485,74
1,"2-16-15-1-97",97,0.000289473684210526,TRUE,"ELEVATED",1,372,1.01848049281314,NA
1.1,"2-16-15-1.1-7",7,0.000359281437125748,FALSE,"ELEVATED",1,28,0.0766598220396988,7
2,"2-16-15-2-97",97,0.000368421052631579,TRUE,"ELEVATED",1,337,0.922655715263518,NA
1.1,"2-16-21-1.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,198,0.542094455852156,NA
1,"2-16-22-1-80",80,0.000289473684210526,FALSE,"ELEVATED",1,824,2.25598904859685,80
1.1,"2-16-25-1.1-21",21,0.000269461077844311,FALSE,"ELEVATED",1,282,0.772073921971253,21
1,"2-17-1-1-69",69,0.000289473684210526,FALSE,"ELEVATED",1,270,0.739219712525667,69
1.1,"2-17-1-1.1-6",6,0.000359281437125748,FALSE,"ELEVATED",1,176,0.48186173853525,6
2,"2-17-1-2-104",104,0.000236842105263158,TRUE,"ELEVATED",1,1025,2.8062970568104,NA
2.1,"2-17-1-2.1-7",7,0.000359281437125748,FALSE,"ELEVATED",1,204,0.558521560574949,7
3,"2-17-1-3-73",73,0.000394736842105263,FALSE,"ELEVATED",1,57,0.15605749486653,73
3.1,"2-17-1-3.1-7",7,0.000269461077844311,FALSE,"ELEVATED",1,127,0.347707049965777,7
1,"2-17-2-1-104",104,0.000368421052631579,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
1,"2-17-3-1-104",104,5e-04,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
1.1,"2-17-3-1.1-13",13,0.00134730538922156,FALSE,"ELEVATED",1,407,1.11430527036277,13
2.1,"2-17-3-2.1-4",4,0.00029940119760479,FALSE,"ELEVATED",1,118,0.323066392881588,4
3.1,"2-17-3-3.1-10",10,0.000389221556886228,FALSE,"ELEVATED",1,231,0.632443531827515,10
1,"2-17-4-1-71",71,0.000368421052631579,FALSE,"ELEVATED",1,330,0.903490759753593,71
2,"2-17-4-2-71",71,0.000342105263157895,FALSE,"ELEVATED",1,330,0.903490759753593,71
1,"2-17-5-1-74",74,0.00081578947368421,FALSE,"ELEVATED",1,151,0.413415468856947,74
1.1,"2-17-5-1.1-5",5,0.000419161676646707,FALSE,"ELEVATED",1,145,0.396988364134155,5
2,"2-17-5-2-71",71,0.000447368421052632,FALSE,"ELEVATED",1,60,0.164271047227926,71
2.1,"2-17-5-2.1-5",5,0.000359281437125748,FALSE,"ELEVATED",1,145,0.396988364134155,5
3.1,"2-17-5-3.1-8",8,0.000374251497005988,FALSE,"ELEVATED",1,120,0.328542094455852,8
4.1,"2-17-5-4.1-10",10,0.000329341317365269,FALSE,"ELEVATED",1,132,0.361396303901437,10
5.1,"2-17-5-5.1-19",19,0.000568862275449102,FALSE,"ELEVATED",1,423,1.15811088295688,19
6.1,"2-17-5-6.1-21",21,0.000269461077844311,FALSE,"ELEVATED",1,451,1.23477070499658,21
7.1,"2-17-5-7.1-61",61,0.000329341317365269,TRUE,"ELEVATED",1,198,0.542094455852156,NA
8.1,"2-17-5-8.1-61",61,0.000209580838323353,TRUE,"ELEVATED",1,198,0.542094455852156,NA
1.1,"2-17-7-1.1-6",6,0.000359281437125748,FALSE,"ELEVATED",1,176,0.48186173853525,6
2.1,"2-17-7-2.1-7",7,0.000778443113772455,FALSE,"ELEVATED",1,204,0.558521560574949,7
3.1,"2-17-7-3.1-7",7,0.00029940119760479,FALSE,"ELEVATED",1,163,0.446269678302533,7
4.1,"2-17-7-4.1-7",7,0.000389221556886228,FALSE,"ELEVATED",1,127,0.347707049965777,7
1,"2-17-8-1-74",74,0.000210526315789474,FALSE,"ELEVATED",1,151,0.413415468856947,74
1.1,"2-17-9-1.1-6",6,0.000449101796407186,FALSE,"ELEVATED",1,176,0.48186173853525,6
2.1,"2-17-9-2.1-7",7,0.000359281437125748,FALSE,"ELEVATED",1,163,0.446269678302533,7
1.1,"2-17-11-1.1-12",12,0.000568862275449102,FALSE,"ELEVATED",1,290,0.793976728268309,12
2.1,"2-17-11-2.1-10",10,0.000419161676646707,FALSE,"ELEVATED",1,231,0.632443531827515,10
3.1,"2-17-11-3.1-10",10,0.000389221556886228,FALSE,"ELEVATED",1,231,0.632443531827515,10
4.1,"2-17-11-4.1-10",10,0.000359281437125748,FALSE,"ELEVATED",1,190,0.520191649555099,10
5.1,"2-17-11-5.1-11",11,0.00029940119760479,FALSE,"ELEVATED",1,163,0.446269678302533,11
1,"2-17-12-1-67",67,0.000289473684210526,FALSE,"ELEVATED",1,89,0.243668720054757,67
1.1,"2-17-13-1.1-6",6,0.000748502994011976,FALSE,"ELEVATED",1,99,0.271047227926078,6
2.1,"2-17-13-2.1-11",11,0.000598802395209581,FALSE,"ELEVATED",1,262,0.717316906228611,11
3.1,"2-17-13-3.1-11",11,0.000703592814371257,FALSE,"ELEVATED",1,221,0.605065023956194,11
4.1,"2-17-13-4.1-11",11,0.00029940119760479,FALSE,"ELEVATED",1,163,0.446269678302533,11
5.1,"2-17-13-5.1-11",11,0.000269461077844311,FALSE,"ELEVATED",1,163,0.446269678302533,11
6.1,"2-17-13-6.1-11",11,0.000239520958083832,FALSE,"ELEVATED",1,101,0.276522929500342,11
7.1,"2-17-13-7.1-27",27,0.000329341317365269,FALSE,"ELEVATED",1,240,0.657084188911704,27
1,"2-17-14-1-78",78,0.000526315789473684,FALSE,"ELEVATED",1,488,1.33607118412047,78
1.1,"2-17-15-1.1-11",11,0.000658682634730539,FALSE,"ELEVATED",1,194,0.531143052703628,11
2.1,"2-17-15-2.1-26",26,0.00029940119760479,FALSE,"ELEVATED",1,209,0.572210814510609,26
2.1,"2-17-17-2.1-44",44,0.000209580838323353,FALSE,"ELEVATED",1,206,0.563997262149213,44
1,"2-17-19-1-104",104,0.000342105263157895,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
1,"2-17-20-1-80",80,0.000263157894736842,FALSE,"ELEVATED",1,306,0.837782340862423,80
1,"2-17-21-1-104",104,0.000342105263157895,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1.1,"2-17-21-1.1-12",12,0.000269461077844311,FALSE,"ELEVATED",1,249,0.681724845995893,12
1,"2-17-32-1-104",104,0.000394736842105263,TRUE,"ELEVATED",1,329,0.900752908966461,NA
1,"2-17-33-1-104",104,0.000289473684210526,TRUE,"ELEVATED",1,1025,2.8062970568104,NA
2,"2-17-33-2-104",104,0.000342105263157895,TRUE,"ELEVATED",1,1025,2.8062970568104,NA
3,"2-17-33-3-95",95,0.000473684210526316,FALSE,"ELEVATED",1,761,2.08350444900753,95
4,"2-17-33-4-104",104,5e-04,TRUE,"ELEVATED",1,969,2.65297741273101,NA
5,"2-17-33-5-104",104,0.000526315789473684,TRUE,"ELEVATED",1,969,2.65297741273101,NA
6,"2-17-33-6-104",104,0.000368421052631579,TRUE,"ELEVATED",1,394,1.07871321013005,NA
7,"2-17-33-7-104",104,0.000342105263157895,TRUE,"ELEVATED",1,355,0.971937029431896,NA
8,"2-17-33-8-104",104,0.000342105263157895,TRUE,"ELEVATED",1,232,0.635181382614648,NA
9,"2-17-33-9-104",104,0.000236842105263158,TRUE,"ELEVATED",1,144,0.394250513347023,NA
10,"2-17-33-10-104",104,0.000263157894736842,TRUE,"ELEVATED",1,116,0.317590691307324,NA
1,"2-17-34-1-104",104,0.000578947368421053,TRUE,"ELEVATED",1,969,2.65297741273101,NA
2,"2-17-34-2-104",104,0.000368421052631579,TRUE,"ELEVATED",1,969,2.65297741273101,NA
3,"2-17-34-3-104",104,0.000421052631578947,TRUE,"ELEVATED",1,329,0.900752908966461,NA
4,"2-17-34-4-104",104,0.000289473684210526,TRUE,"ELEVATED",1,329,0.900752908966461,NA
5,"2-17-34-5-104",104,0.000315789473684211,TRUE,"ELEVATED",1,232,0.635181382614648,NA
6,"2-17-34-6-104",104,0.000368421052631579,TRUE,"ELEVATED",1,232,0.635181382614648,NA
1,"2-17-37-1-104",104,0.000315789473684211,TRUE,"ELEVATED",1,969,2.65297741273101,NA
1,"2-18-1-1-87",87,0.000710526315789474,FALSE,"ELEVATED",1,935,2.55989048596851,87
1.1,"2-18-1-1.1-13",13,0.000269461077844311,FALSE,"ELEVATED",1,407,1.11430527036277,13
2,"2-18-1-2-73",73,0.000789473684210526,FALSE,"ELEVATED",1,900,2.46406570841889,73
2.1,"2-18-1-2.1-9",9,0.000329341317365269,FALSE,"ELEVATED",1,274,0.750171115674196,9
3,"2-18-1-3-70",70,0.000315789473684211,FALSE,"ELEVATED",1,75,0.205338809034908,70
3.1,"2-18-1-3.1-20",20,0.000329341317365269,FALSE,"ELEVATED",1,654,1.79055441478439,20
4.1,"2-18-1-4.1-7",7,0.000568862275449102,FALSE,"ELEVATED",1,204,0.558521560574949,7
5.1,"2-18-1-5.1-10",10,0.000748502994011976,FALSE,"ELEVATED",1,308,0.843258042436687,10
6.1,"2-18-1-6.1-47",47,0.000419161676646707,FALSE,"ELEVATED",1,64,0.175222450376454,47
7.1,"2-18-1-7.1-49",49,0.000359281437125748,FALSE,"ELEVATED",1,61,0.167008898015058,49
8.1,"2-18-1-8.1-49",49,0.000419161676646707,FALSE,"ELEVATED",1,61,0.167008898015058,49
9.1,"2-18-1-9.1-61",61,0.000838323353293413,TRUE,"ELEVATED",1,463,1.26762491444216,NA
10.1,"2-18-1-10.1-61",61,0.000508982035928144,TRUE,"ELEVATED",1,393,1.07597535934292,NA
11.1,"2-18-1-11.1-61",61,0.000359281437125748,TRUE,"ELEVATED",1,113,0.309377138945927,NA
12.1,"2-18-1-12.1-61",61,0.000359281437125748,TRUE,"ELEVATED",1,76,0.20807665982204,NA
1,"2-18-3-1-68",68,0.000236842105263158,FALSE,"ELEVATED",1,353,0.966461327857632,68
1.1,"2-18-3-1.1-21",21,0.00062874251497006,FALSE,"ELEVATED",1,689,1.88637919233402,21
2,"2-18-3-2-69",69,0.000342105263157895,FALSE,"ELEVATED",1,97,0.265571526351814,69
2.1,"2-18-3-2.1-61",61,0.000329341317365269,TRUE,"ELEVATED",1,76,0.20807665982204,NA
3,"2-18-3-3-72",72,0.000289473684210526,FALSE,"ELEVATED",1,88,0.240930869267625,72
3.1,"2-18-3-3.1-61",61,0.000239520958083832,TRUE,"ELEVATED",1,76,0.20807665982204,NA
4,"2-18-3-4-103",103,0.000289473684210526,FALSE,"ELEVATED",1,51,0.139630390143737,103
1,"2-18-4-1-86",86,0.000263157894736842,FALSE,"ELEVATED",1,146,0.399726214921287,86
2,"2-18-4-2-104",104,0.000315789473684211,FALSE,"ELEVATED",1,264,0.722792607802875,104
3,"2-18-4-3-104",104,0.000263157894736842,FALSE,"ELEVATED",1,232,0.635181382614648,104
1.1,"2-18-5-1.1-22",22,0.000359281437125748,FALSE,"ELEVATED",1,718,1.96577686516085,22
2.1,"2-18-5-2.1-43",43,0.000329341317365269,FALSE,"ELEVATED",1,1200,3.28542094455852,43
3.1,"2-18-5-3.1-61",61,0.000329341317365269,TRUE,"ELEVATED",1,76,0.20807665982204,NA
1,"2-18-6-1-104",104,0.000394736842105263,TRUE,"ELEVATED",1,232,0.635181382614648,NA
2,"2-18-6-2-104",104,0.000368421052631579,TRUE,"ELEVATED",1,232,0.635181382614648,NA
3,"2-18-6-3-104",104,0.000447368421052632,TRUE,"ELEVATED",1,232,0.635181382614648,NA
1.1,"2-18-7-1.1-44",44,0.000359281437125748,FALSE,"ELEVATED",1,430,1.1772758384668,44
2.1,"2-18-7-2.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,76,0.20807665982204,NA
1.1,"2-18-11-1.1-9",9,0.000329341317365269,FALSE,"ELEVATED",1,274,0.750171115674196,9
1.1,"2-18-13-1.1-22",22,0.000329341317365269,FALSE,"ELEVATED",1,64,0.175222450376454,22
2.1,"2-18-13-2.1-59",59,0.000329341317365269,FALSE,"ELEVATED",1,191,0.522929500342231,59
1.1,"2-18-15-1.1-52",52,0.000359281437125748,FALSE,"ELEVATED",1,1780,4.87337440109514,52
2.1,"2-18-15-2.1-9",9,0.000359281437125748,FALSE,"ELEVATED",1,274,0.750171115674196,9
1,"2-18-17-1-79",79,0.000263157894736842,FALSE,"ELEVATED",1,278,0.761122518822724,79
2,"2-18-17-2-79",79,0.000236842105263158,FALSE,"ELEVATED",1,278,0.761122518822724,79
3,"2-18-17-3-79",79,0.000236842105263158,FALSE,"ELEVATED",1,278,0.761122518822724,79
1,"2-18-18-1-79",79,0.000342105263157895,FALSE,"ELEVATED",1,278,0.761122518822724,79
2,"2-18-18-2-79",79,0.000236842105263158,FALSE,"ELEVATED",1,278,0.761122518822724,79
3,"2-18-18-3-79",79,0.000236842105263158,FALSE,"ELEVATED",1,278,0.761122518822724,79
4,"2-18-18-4-79",79,0.000263157894736842,FALSE,"ELEVATED",1,278,0.761122518822724,79
1,"2-18-22-1-104",104,0.000394736842105263,TRUE,"ELEVATED",1,751,2.05612594113621,NA
1,"2-18-23-1-72",72,0.000447368421052632,FALSE,"ELEVATED",1,1927,5.27583846680356,72
1.1,"2-18-23-1.1-61",61,0.000359281437125748,TRUE,"ELEVATED",1,1519,4.15879534565366,NA
2.1,"2-18-23-2.1-28",28,0.000209580838323353,FALSE,"ELEVATED",1,32,0.0876112251882272,28
1,"2-18-25-1-104",104,0.000447368421052632,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1,"2-18-26-1-104",104,0.000578947368421053,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
2,"2-18-26-2-104",104,0.000315789473684211,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
3,"2-18-26-3-104",104,0.000552631578947368,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
4,"2-18-26-4-104",104,0.000421052631578947,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1.1,"2-18-27-1.1-52",52,0.000538922155688623,FALSE,"ELEVATED",1,230,0.629705681040383,52
1,"2-18-28-1-68",68,0.000263157894736842,FALSE,"ELEVATED",1,227,0.621492128678987,68
2,"2-18-28-2-68",68,0.000342105263157895,FALSE,"ELEVATED",1,227,0.621492128678987,68
1,"2-18-29-1-68",68,0.000289473684210526,FALSE,"ELEVATED",1,1194,3.26899383983573,68
1.1,"2-18-29-1.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,1101,3.01437371663244,NA
2,"2-18-29-2-68",68,0.000289473684210526,FALSE,"ELEVATED",1,1378,3.77275838466804,68
2.1,"2-18-29-2.1-61",61,0.000269461077844311,TRUE,"ELEVATED",1,917,2.51060917180014,NA
3.1,"2-18-29-3.1-59",59,0.000269461077844311,FALSE,"ELEVATED",1,538,1.47296372347707,59
1,"2-18-30-1-104",104,0.000868421052631579,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1,"2-18-31-1-73",73,0.000315789473684211,FALSE,"ELEVATED",1,117,0.320328542094456,73
2,"2-18-31-2-101",101,0.000342105263157895,FALSE,"ELEVATED",1,977,2.67488021902806,101
1,"2-18-32-1-104",104,0.000631578947368421,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
2,"2-18-32-2-104",104,0.000315789473684211,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
3,"2-18-32-3-104",104,0.000289473684210526,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
1,"2-18-33-1-104",104,0.000315789473684211,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
2,"2-18-33-2-104",104,0.000289473684210526,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
3,"2-18-33-3-104",104,0.000263157894736842,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1,"2-18-34-1-104",104,0.000289473684210526,TRUE,"ELEVATED",1,1327,3.6331279945243,NA
2,"2-18-34-2-104",104,0.000578947368421053,TRUE,"ELEVATED",1,1100,3.01163586584531,NA
3,"2-18-34-3-104",104,0.000263157894736842,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1,"2-18-36-1-104",104,0.000289473684210526,TRUE,"ELEVATED",1,1057,2.89390828199863,NA
1,"2-19-1-1-75",75,0.000236842105263158,FALSE,"ELEVATED",0,325,0.889801505817933,75
1.1,"2-19-1-1.1-9",9,0.000508982035928144,FALSE,"ELEVATED",0,274,0.750171115674196,9
2,"2-19-1-2-81",81,0.000368421052631579,FALSE,"ELEVATED",0,117,0.320328542094456,81
2.1,"2-19-1-2.1-10",10,0.000389221556886228,FALSE,"ELEVATED",0,34,0.0930869267624914,10
3.1,"2-19-1-3.1-61",61,0.000329341317365269,TRUE,"ELEVATED",0,113,0.309377138945927,NA
1,"2-19-4-1-104",104,0.000894736842105263,TRUE,"ELEVATED",0,116,0.317590691307324,NA
1.1,"2-19-5-1.1-9",9,0.000419161676646707,FALSE,"ELEVATED",0,70,0.191649555099247,9
2.1,"2-19-5-2.1-10",10,0.00110778443113772,FALSE,"ELEVATED",0,70,0.191649555099247,10
3.1,"2-19-5-3.1-18",18,0.000329341317365269,FALSE,"ELEVATED",0,139,0.380561259411362,18
1,"2-19-7-1-84",84,0.000210526315789474,FALSE,"ELEVATED",0,1162,3.1813826146475,84
1.1,"2-19-7-1.1-55",55,0.000329341317365269,FALSE,"ELEVATED",0,89,0.243668720054757,55
2,"2-19-7-2-80",80,0.000236842105263158,FALSE,"ELEVATED",0,576,1.57700205338809,80
1,"2-19-9-1-94",94,0.000184210526315789,FALSE,"ELEVATED",0,1193,3.2662559890486,94
2,"2-19-9-2-86",86,0.000210526315789474,FALSE,"ELEVATED",0,943,2.58179329226557,86
1,"2-19-10-1-94",94,0.000263157894736842,FALSE,"ELEVATED",0,1030,2.81998631074606,94
1,"2-19-11-1-91",91,0.000289473684210526,FALSE,"ELEVATED",0,335,0.917180013689254,91
2,"2-19-11-2-91",91,0.000289473684210526,FALSE,"ELEVATED",0,335,0.917180013689254,91
3,"2-19-11-3-101",101,0.000236842105263158,FALSE,"ELEVATED",0,356,0.974674880219028,101
1,"2-19-12-1-90",90,0.000289473684210526,FALSE,"ELEVATED",0,315,0.862422997946612,90
1,"2-19-13-1-80",80,0.000315789473684211,FALSE,"ELEVATED",0,126,0.344969199178645,80
1.1,"2-19-13-1.1-33",33,0.000269461077844311,FALSE,"ELEVATED",0,798,2.18480492813142,33
2.1,"2-19-13-2.1-19",19,0.000239520958083832,FALSE,"ELEVATED",0,353,0.966461327857632,19
1.1,"2-19-15-1.1-21",21,0.000389221556886228,FALSE,"ELEVATED",0,689,1.88637919233402,21
2.1,"2-19-15-2.1-11",11,0.00029940119760479,FALSE,"ELEVATED",0,339,0.928131416837782,11
3.1,"2-19-15-3.1-8",8,0.000209580838323353,FALSE,"ELEVATED",0,238,0.65160848733744,8
4.1,"2-19-15-4.1-5",5,0.000239520958083832,FALSE,"ELEVATED",0,145,0.396988364134155,5
5.1,"2-19-15-5.1-11",11,0.000538922155688623,FALSE,"ELEVATED",0,135,0.369609856262834,11
6.1,"2-19-15-6.1-28",28,0.000389221556886228,FALSE,"ELEVATED",0,126,0.344969199178645,28
